gene	p_snp_total	p_snp_synonymous	p_snp_missense	p_snp_lof	p_snp_cadd_l5	p_snp_cadd_g20	p_snp_cadd_g30
AC011500.1	6.0355189607172e-06	1.79231829219902e-06	4.00035164954643e-06	1.26541379199369e-07	4.81196698480541e-06	2.23316100010058e-06	1.42052155866281e-06
AC011530.4	1.39254631589951e-05	3.8704251766482e-06	9.51436809524387e-06	3.45417529625961e-07	1.27743610838012e-05	9.30571644632456e-06	3.83252363005965e-06
AC011897.1	9.81624260769141e-06	3.1197895035815e-06	6.12379441733086e-06	4.53267174844178e-07	7.99778232975842e-06	2.94316740322227e-06	2.18848711938878e-06
AC011997.1	1.31845032918214e-06	9.35913840641011e-08	1.04860968517056e-06	1.73321202121812e-07	1.23092632511203e-06	9.68617163992642e-07	2.97741486640531e-07
AC012123.1	1.35191798895986e-05	4.34571211204904e-06	8.68302145549323e-06	4.04128089085966e-07	1.26168721422998e-05	8.40853628280876e-06	1.65036157922416e-06
AC013269.5	7.5995547928492e-06	2.46161596032395e-06	4.7054729268566e-06	2.68270544902984e-07	6.60297934414812e-06	3.21443387320142e-06	1.58261948219904e-06
AC013449.1	1.92679448126045e-06	4.87652608127755e-07	1.41327578345174e-06	2.58660896809547e-08	1.71087960111847e-06	1.16019077888885e-06	2.7740279247599e-07
AC015688.3	6.74937133056518e-07	1.71306396757358e-07	4.23045324023665e-07	4.04077021995879e-08	4.34205496191902e-07	4.30804774614514e-07	2.8037652531073e-07
AC016251.1	4.86606074786486e-06	1.36888538465868e-06	3.21694745051471e-06	2.38762209696666e-07	3.97335211122016e-06	1.74675905098282e-06	1.10669479494974e-06
AC016586.1	6.71016401059062e-06	1.78382224741323e-06	4.63319937522944e-06	2.57601435226439e-07	5.18552249478457e-06	2.04234420182542e-06	1.70675953461217e-06
AC016722.1	4.59682667051145e-06	1.19649135386267e-06	3.05724802895307e-06	2.00364180472765e-07	3.84234745771442e-06	1.29428728079773e-06	9.38669947692695e-07
AC016722.2	3.39367058896979e-06	1.016976864664e-06	2.13943504130463e-06	1.50294065228335e-07	2.53504506624762e-06	1.17226897018618e-06	9.70916265002209e-07
AC016745.1	1.48475373652066e-06	5.01808443634916e-07	9.11823894380426e-07	4.65588277298322e-08	1.31062027597099e-06	4.17829431307465e-07	1.91520010443345e-07
AC016757.3	3.3905242150877e-06	8.99445800247553e-07	2.10834931518832e-06	2.12464712053916e-07	2.58868285247351e-06	1.33819760287692e-06	9.61067320025756e-07
AC016885.1	8.9806702649511e-06	2.99843985058008e-06	5.57677102438086e-06	2.94821380770069e-07	7.43322986803046e-06	2.62717609842264e-06	1.75455480338895e-06
AC017028.1	3.96155285038044e-06	9.54701031644463e-07	2.71992973587691e-06	1.5045590218501e-07	3.29816534815689e-06	1.12719478671947e-06	8.43449095092404e-07
AC017104.2	2.94596950062263e-06	9.25070248543118e-07	1.90674056597219e-06	7.21051384594142e-08	2.66038040462261e-06	1.17732442776963e-06	3.55195623764742e-07
AC018630.1	7.23367380464684e-07	1.97963508691305e-07	4.46032462179768e-07	3.41973153094223e-08	6.56987368619944e-07	1.17107719702618e-07	7.57805104583129e-08
AC018755.1	1.20006078383844e-05	3.6094169549072e-06	8.01305490419443e-06	3.21012632181208e-07	9.81026158093114e-06	4.39961313723541e-06	2.66936295694801e-06
AC018816.3	3.56792917629313e-06	1.04930503773761e-06	2.23297616728857e-06	1.65350051576013e-07	2.80283502074445e-06	1.71526742356771e-06	9.9027595088041e-07
AC018867.1	4.98862390289887e-07	8.78295156580657e-08	3.56003364316047e-07	2.12333727135334e-08	4.42091410153049e-07	9.82776530194134e-08	7.99149187941104e-08
AC018867.2	1.40523791262596e-06	2.01808874829531e-08	1.23359068063949e-06	6.80209630256771e-08	1.40397585978085e-06	1.15674588821877e-06	1.24063333410816e-07
AC019171.1	1.53582537445147e-05	3.05472896965224e-07	1.44134764962765e-05	4.88903514256063e-07	1.51146921955081e-05	1.20653041068941e-05	1.93395897391674e-06
AC020907.1	1.21355431027908e-06	3.72603785889903e-07	7.71482851156448e-07	2.78019185763266e-08	9.77473927827423e-07	6.22057636442082e-07	2.91169325168552e-07
AC020922.1	1.89209752475165e-06	5.03839845810119e-07	1.2236594797562e-06	1.21197321616141e-07	1.40845714149782e-06	7.77983781488342e-07	6.8962176189931e-07
AC021218.2	7.69213625868979e-06	2.41254025634881e-06	4.99782219650547e-06	2.28552033963432e-07	6.05491858621661e-06	2.20341774444864e-06	1.83181172317559e-06
AC022400.2	8.21558786147595e-06	2.88292962140378e-06	5.12045224138879e-06	1.33695952503446e-07	6.59806793692126e-06	4.10205695579843e-06	2.22322186589986e-06
AC022431.2	3.8971398888416e-06	1.21153053049384e-06	2.51667717217058e-06	1.27290037032771e-07	3.08748054703037e-06	1.19894880133333e-06	1.00698253766145e-06
AC022498.1	6.31167458549535e-06	1.9917422762202e-06	4.19354266005682e-06	8.29887716491399e-08	4.86457440207151e-06	2.15811212384237e-06	1.58683921176493e-06
AC022532.1	7.47529678437283e-06	2.12681930623147e-07	6.64222466244495e-06	5.78724436648322e-07	6.50860500003223e-06	5.63939672418193e-06	2.34880652183476e-06
AC023469.1	2.36941045810679e-06	6.84888010088921e-07	1.55638176433439e-06	1.02585168641891e-07	1.78827744055829e-06	9.75007207513763e-07	7.28451429156118e-07
AC023632.1	7.88110808978105e-07	2.30505916803995e-07	4.86723995934439e-07	3.10231770526187e-08	6.88593672694618e-07	1.85273774845298e-07	1.26473872225841e-07
AC024580.1	1.27828537736684e-05	3.51985220612072e-06	8.86386714711677e-06	3.57478555716152e-07	1.08155061243983e-05	3.69325500488486e-06	2.43559895438271e-06
AC024592.12	3.8439990393194e-06	7.00704964149618e-07	2.95592999000308e-06	9.66845000840564e-08	3.28330120156112e-06	2.04879983174795e-06	6.77884473927428e-07
AC024940.1	1.41544418581846e-05	4.50274679553332e-06	9.13048811028043e-06	2.26966622682614e-07	1.29518853324097e-05	7.28857789688241e-06	1.68607805745991e-06
AC025263.3	2.96641576678439e-06	4.26324888389105e-07	2.2362111230462e-06	2.28655959208138e-07	2.66890634882572e-06	2.35086900103705e-06	9.95164745191939e-07
AC025287.1	4.80186720115611e-06	1.13223434424923e-06	3.19497059928129e-06	3.9721589861792e-07	4.17631763772342e-06	2.03959530858311e-06	9.45045976067715e-07
AC026202.1	2.69457523941914e-06	2.26544923368062e-08	2.59382475205058e-06	5.15786400220519e-08	2.67297997883303e-06	2.33694905260682e-06	3.20458673962654e-07
AC026407.1	2.95012757914852e-06	1.96379164590009e-07	2.40526485666091e-06	1.52174322024192e-07	2.92673193756565e-06	2.14012948560418e-06	7.46737428560817e-07
AC026703.1	3.87009690541533e-06	1.04027360979222e-06	2.71301502615951e-06	7.56080408129453e-08	3.38687184039094e-06	8.26845529227816e-07	6.09967135360602e-07
AC027763.2	2.50566711800528e-06	1.53483632791284e-07	2.09940418297349e-06	1.15526630872548e-07	2.17844215062381e-06	1.68935015961289e-06	5.31714717810736e-07
AC037199.1	3.12520484110709e-07	4.90761232937353e-08	1.87256092831389e-07	4.03840137950244e-08	2.69062501246899e-07	2.22892065784036e-07	5.46312671977678e-08
AC037459.4	1.49453488709841e-05	2.89108802703642e-06	1.11032790856162e-05	6.31701460673012e-07	1.32395781914032e-05	8.98014905257061e-06	3.2641839683062e-06
AC040977.1	1.20596169496787e-05	1.09245351316418e-06	1.01593729340155e-05	4.97620081965927e-07	1.09830793156316e-05	8.29283742741382e-06	2.75193854678816e-06
AC061992.1	5.21971759524099e-06	4.92973674486457e-07	4.51631203234483e-06	1.32079067335843e-07	4.72289038937028e-06	3.1392378539681e-06	1.42853831503093e-06
AC062017.1	5.12651891731101e-06	1.69844994902228e-06	3.31327039777234e-06	6.75857288789876e-08	4.34561253763867e-06	1.57757040898525e-06	8.7206896505836e-07
AC064874.1	4.26857046577882e-06	9.58354077566956e-07	2.8772908273451e-06	3.29588242787021e-07	3.61065692346075e-06	1.23007767191224e-06	1.00257166945644e-06
AC068533.7	1.3586543974073e-05	3.74312362397793e-06	9.15909768383793e-06	3.00305801928433e-07	1.27024489185487e-05	9.81469744757483e-06	4.23166535928695e-06
AC069368.3	9.05860706430368e-06	1.8409955217869e-06	6.20801170891018e-06	7.89414280226533e-07	8.59191353896393e-06	6.28593977985261e-06	2.77780410647004e-06
AC073063.1	5.09008890828644e-07	1.39539386122219e-07	3.18866129086081e-07	5.72994902123293e-09	3.92748325847386e-07	1.32001518153701e-07	1.28633178839806e-07
AC073342.1	2.8744134645557e-06	2.90911606932628e-08	2.7094349394077e-06	8.41650999776601e-08	2.60495505231492e-06	1.22596071579099e-06	3.63236935853588e-07
AC073569.1	1.49582414777644e-07	1.01365742698156e-09	1.41823383019433e-07	6.74537433122975e-09	1.48568757350663e-07	1.29597070088077e-07	1.54574416020954e-08
AC073610.5	3.37419903770184e-06	9.11334286711865e-07	2.32785112788908e-06	9.66096244909296e-08	3.09430907965584e-06	2.55594819371055e-06	1.3092351357478e-06
AC074091.13	6.2085315864412e-06	1.69627396927483e-06	4.09480450412236e-06	4.17453113044012e-07	5.25499789671055e-06	2.4706398056227e-06	1.2621121432716e-06
AC074212.3	1.31304198462266e-05	3.93827069766932e-06	8.5377652904725e-06	3.21940208450318e-07	1.06993813248402e-05	6.38580504101058e-06	3.04053621538119e-06
AC078925.1	8.37696751578794e-06	2.09822117647095e-06	5.46162667153063e-06	7.58320555003695e-07	7.04212533686916e-06	2.49259269965069e-06	1.83290513553228e-06
AC079210.1	1.71092912960287e-06	7.85366750859478e-08	1.27035616116926e-06	1.91516862387135e-07	1.63280300233759e-06	1.14726564639372e-06	4.95923111144047e-07
AC079354.1	3.79494893960676e-05	1.13380950571559e-05	2.48336335585263e-05	1.26370281638765e-06	3.1299903561437e-05	1.86615624649915e-05	9.10113460234322e-06
AC079612.1	4.05235427039216e-06	1.17637118104065e-06	2.69187619491436e-06	1.68937077289718e-07	3.13432437105497e-06	1.35641216406001e-06	1.1517250154404e-06
AC087645.1	7.30007052205173e-06	1.13940964624075e-06	5.66951125460065e-06	3.89119576108673e-07	6.60650394205629e-06	4.85478336444115e-06	1.48994750684323e-06
AC090616.2	4.82713803423803e-06	1.72492137283532e-06	3.04415038239506e-06	2.19882186710487e-08	4.21106982409678e-06	2.02641526075855e-06	6.61507291689115e-07
AC091801.1	4.38171231850238e-06	7.80862772823098e-07	3.37174334577902e-06	1.31754932453636e-07	3.60395230915181e-06	1.5969216424105e-06	1.29063865649552e-06
AC092291.2	1.25848594349161e-06	3.1309428611556e-07	8.3516163201431e-07	1.10230025361739e-07	1.05692849373915e-06	3.59864211522181e-07	3.11320813366496e-07
AC092675.3	2.48721292290633e-06	6.60126839872863e-07	1.55142639095914e-06	9.07475493337886e-08	2.18058405459904e-06	6.34045682247337e-07	4.11567646354816e-07
AC092687.4	1.33240914951811e-06	3.52001242889802e-07	8.94408712671324e-07	3.81996914807743e-08	1.17793603770288e-06	3.01481365355839e-07	1.98700617366868e-07
AC092811.1	3.92972317702751e-06	9.87045989353019e-07	2.75643681153426e-06	1.39258246386689e-07	3.29227922568135e-06	1.09412381757004e-06	8.99914019756023e-07
AC093157.1	2.48945782649798e-06	6.43065113820163e-07	1.61545790972935e-06	9.20297234759228e-08	1.96981760997552e-06	1.82101839242354e-06	7.31099841356786e-07
AC093802.1	2.86212151073718e-06	7.44311643733499e-07	1.98246971821823e-06	8.41073738672316e-08	2.47877071137505e-06	6.84353905459186e-07	4.75793294941556e-07
AC099552.4	3.47589117367556e-06	9.46822063203067e-07	2.27400238626869e-06	9.52744348501911e-08	2.69958293822321e-06	1.01255558569606e-06	8.75682764258408e-07
AC103801.2	1.38178974434107e-06	3.72969795189375e-08	1.27359301973485e-06	4.53357057541592e-08	1.33794663161535e-06	6.37177575500331e-07	1.01098489494743e-07
AC103809.2	1.29232379286478e-05	3.65900721102534e-06	8.90417993955001e-06	2.98846089785236e-07	1.17890999754327e-05	7.39078282926236e-06	1.98597540803893e-06
AC104057.1	7.89921287537244e-06	2.66994095919307e-06	5.15298475618528e-06	6.75807411398414e-08	6.3221035909843e-06	4.5109381143045e-06	1.82532452976226e-06
AC104532.2	1.36485675201721e-07	8.78514965012386e-09	1.2652121499217e-07	0	9.20574175409015e-08	4.77668127462398e-08	4.44282576608194e-08
AC104534.3	1.63690207065177e-05	4.48779573415839e-06	1.11829222128142e-05	5.0087408867183e-07	1.53159654612061e-05	1.13647493165952e-05	4.15851953079463e-06
AC104667.3	1.18385337101281e-06	3.12508096254732e-07	8.09093271170833e-07	5.66089085497234e-08	1.03237873474447e-06	2.44307867509816e-07	1.8829785143267e-07
AC104794.4	4.34868310999209e-06	1.29332564385749e-06	2.65395676261364e-06	2.19362203410879e-07	3.43832465288052e-06	1.35695007362583e-06	1.11295263152874e-06
AC104809.3	6.55575406400817e-06	1.87631885559621e-06	4.34212173275338e-06	2.82356904369912e-07	4.29315587097483e-06	3.78055629125362e-06	2.71910671394537e-06
AC106017.1	6.37439029278483e-06	1.87954506970681e-06	4.15929872144858e-06	2.76736942832655e-07	4.99822039527213e-06	1.79530246469182e-06	1.50834278043217e-06
AC106873.4	1.98305221736573e-06	4.874428091419e-07	1.28780281278149e-06	6.28263259015016e-08	1.7156542132262e-06	3.94896790007441e-07	3.08282194154812e-07
AC106876.2	3.92428518871093e-06	1.19329339867054e-06	2.43908900772671e-06	2.15920706489407e-07	2.92913072734604e-06	1.45309766988228e-06	1.14002478572689e-06
AC109829.1	9.03175092828286e-06	2.22403712584016e-06	6.21133177032806e-06	4.93078106115923e-07	7.91173062661243e-06	3.19670641511562e-06	1.6543868336545e-06
AC110615.1	3.8921650621548e-06	6.08328817283457e-07	2.7240602947924e-06	4.24413815071197e-07	3.72234846076389e-06	3.13449168194504e-06	1.02856206517758e-06
AC110619.2	4.61114713644181e-06	1.53503396199546e-06	2.9725189735174e-06	9.03164634618873e-08	2.75732000534371e-06	2.80594311184981e-06	2.43344992658431e-06
AC110781.3	1.20615860161376e-05	4.06446654969372e-06	7.63708658144395e-06	3.41100662653372e-07	8.93937965606157e-06	4.31452598416148e-06	3.70057327928991e-06
AC112205.1	4.90653537885596e-07	0	4.44107694231318e-07	4.65458436542777e-08	4.65379377265206e-07	4.25821516490652e-07	7.61436074412642e-08
AC112715.2	2.37729584629751e-06	6.90324043695317e-07	1.53849792002129e-06	1.04450606549558e-07	1.85884449049727e-06	7.82632414998813e-07	6.25315571124964e-07
AC112721.1	6.14327058607602e-06	2.18651045293821e-06	3.86936206808438e-06	7.42222014837775e-08	4.71426316260887e-06	2.55870212101342e-06	1.82077272614647e-06
AC114494.1	3.15512036084586e-06	2.596086866991e-07	2.6422708004379e-06	1.82261001455364e-07	2.54532142485508e-06	1.98600214724287e-06	9.17956133440167e-07
AC114546.1	2.19129640347504e-06	5.40103864594444e-07	1.54048856627462e-06	6.37218428524322e-08	1.67772605474365e-06	7.96813196658624e-07	6.82456091421731e-07
AC115618.1	1.16100843293968e-05	3.55729553686057e-06	7.48195996232094e-06	4.85616820802348e-07	1.02303773915053e-05	4.5205435462139e-06	1.64515198347751e-06
AC117834.1	2.89517360809276e-06	8.34667625514058e-07	1.90749746633434e-06	1.17923771414868e-07	2.5807490476347e-06	6.15180813629981e-07	4.43685813721304e-07
AC120194.1	1.64734827579167e-06	4.57525155608719e-07	1.088460177104e-06	5.61888487947562e-08	1.27400100581704e-06	5.87220190324149e-07	4.45106559229127e-07
AC121757.1	3.43072521969663e-07	4.23373885012272e-08	2.30397532068232e-07	2.18718894772376e-08	3.15395368383141e-07	2.13284516297719e-07	7.97622612700007e-08
AC129492.6	1.15713508263575e-05	2.74991560002776e-06	8.24162553267004e-06	4.58442452323997e-07	9.63232396213711e-06	5.223752802361e-06	2.81429948047984e-06
AC131097.4	5.21982751993862e-06	1.66598422336817e-06	3.28736097036469e-06	1.25277384819835e-07	4.20894973358706e-06	2.00213313239973e-06	1.25418491852463e-06
AC131971.1	3.4199611994866e-06	1.01842959694755e-06	2.1746135529564e-06	1.8963265583463e-07	2.81997183062675e-06	1.00323760462623e-06	7.10172800649634e-07
AC132216.1	5.21681912328941e-06	1.45269609230873e-06	3.51327939178396e-06	2.1596750687207e-07	3.5404446838818e-06	2.21435084639833e-06	1.89503259676876e-06
AC135048.1	3.96387393432065e-06	2.56633559887112e-07	3.43672539636499e-06	7.64080589763184e-08	3.76742336067451e-06	2.15098240844568e-06	4.70188547530653e-07
AC136604.1	1.00242790685485e-05	2.49863672359227e-06	6.81097560181334e-06	6.02392109578267e-07	8.58111698796807e-06	3.7448034909589e-06	2.14356454606101e-06
AC137932.1	1.05098762576639e-05	2.72362078654838e-06	7.47314775524958e-06	2.38298944846722e-07	9.25210023589726e-06	3.56602897728017e-06	1.47193695071568e-06
AC138969.4	1.93316771155626e-05	5.03694334387949e-06	1.35243773837546e-05	5.5361458777065e-07	1.52757045079364e-05	9.65523055239303e-06	4.85886622317191e-06
AC140481.2	9.91616786065932e-06	2.72958094978788e-06	6.50858856941443e-06	4.99297224082333e-07	7.93049417685466e-06	4.61401298169165e-06	2.73535409265305e-06
ACAA1	1.82580409053046e-05	4.26548544259881e-06	1.28560725260995e-05	7.35948605358443e-07	1.7109774311712e-05	1.25230513127553e-05	6.32189510378084e-06
ACAA2	1.40072070864041e-05	3.59747329039504e-06	9.61639953001575e-06	5.3843808625526e-07	1.21158442965032e-05	1.03284874167745e-05	4.92186129814584e-06
ACACA	0.00010090193178911	2.39129202167009e-05	7.08271040376459e-05	4.58685884423892e-06	9.17661096177524e-05	7.77543479097538e-05	3.61259301274746e-05
ACACB	0.000136787939580458	4.08309210526186e-05	9.04906512638399e-05	3.89667870300446e-06	0.000126273822784214	8.67060930761162e-05	3.92230704385628e-05
ACAD10	5.08196396753632e-05	1.32718850750977e-05	3.45814076781448e-05	2.28220141065755e-06	4.5013586394423e-05	3.24800550616114e-05	1.07566972084279e-05
ACAD11	3.20758792493413e-05	7.77192051410796e-06	2.21002767352476e-05	1.57352471852063e-06	2.8188039783834e-05	2.16507856416869e-05	1.02379539663577e-05
ACAD8	1.68703018143927e-05	3.99728994659554e-06	1.16606842839351e-05	8.81915949364816e-07	1.58142425450609e-05	1.14739055049686e-05	5.3268538015339e-06
ACAD9	3.37950104930054e-05	9.01670408165165e-06	2.30385526020618e-05	1.07821485145191e-06	2.90804935393273e-05	2.12871968326898e-05	1.02159687844399e-05
ACADL	1.5042805834723e-05	3.76005379952694e-06	1.03562410226586e-05	7.92065479967219e-07	1.30441852418901e-05	1.1302468292416e-05	5.16118324187064e-06
ACADM	1.71865004271022e-05	3.56025064912456e-06	1.2252167479026e-05	9.64874599448431e-07	1.52094998732307e-05	1.2299985256583e-05	5.33909999778963e-06
ACADS	2.09451485108232e-05	6.73350078241429e-06	1.37283486387758e-05	3.7564271444083e-07	1.96174163080266e-05	1.41865400654749e-05	6.06459457722694e-06
ACADSB	1.54745214232519e-05	4.41834377150437e-06	1.02753587833158e-05	5.92684435466898e-07	1.40796150718243e-05	9.92487307003479e-06	3.97554152221083e-06
ACADVL	2.97873436111657e-05	6.73602467407415e-06	2.09102038384353e-05	9.52612842951648e-07	2.67750167819907e-05	1.8692125299154e-05	7.59506011145804e-06
ACAN	0.000120976013715053	3.74220731949218e-05	8.02960684174793e-05	2.72898048058121e-06	0.000106443734940679	6.73033796593114e-05	2.24662449835942e-05
ACAP1	3.74747347491051e-05	9.87687027937866e-06	2.54841446332827e-05	1.3692251633656e-06	3.51374991609899e-05	2.53948110024373e-05	1.15175967663866e-05
ACAP2	3.18242783105674e-05	8.12758599016038e-06	2.14114153303714e-05	1.85152100792504e-06	2.88697936623303e-05	2.10718643952346e-05	1.01449639806919e-05
ACAP3	3.21544077369856e-05	1.00337124219418e-05	2.10039217226549e-05	6.75332430501378e-07	2.69324109452137e-05	2.07668026420356e-05	7.45542787189882e-06
ACAT1	1.49363214201287e-05	3.57201588731409e-06	1.05555937146559e-05	5.35799742629086e-07	1.31328571158104e-05	1.06470289091272e-05	4.65222743282512e-06
ACAT2	1.3276678908788e-05	3.19740343441901e-06	9.56766799923677e-06	3.93347796737153e-07	1.21076727668882e-05	9.38572807857306e-06	3.65478213820055e-06
ACBD3	1.58637784223307e-05	4.21306145990171e-06	1.05817350482807e-05	9.97001405251955e-07	1.39213547518237e-05	1.18571434619828e-05	5.00244178717009e-06
ACBD4	1.71714736764309e-05	2.2780155041406e-06	1.33305150728539e-05	1.20304628552375e-06	1.56908320204297e-05	9.89936432809074e-06	3.75836984655742e-06
ACBD5	2.26305196557162e-05	6.27959005795628e-06	1.49765604522392e-05	9.9306495574912e-07	2.00884256927613e-05	1.45630249975514e-05	6.37750248194133e-06
